사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,중앙선,1218,원덕,109,7,425,11,707,196,761,549,"1,183",857,"1,130",748,"1,058","1,109",817,"1,168",827,"1,075",902,545,"1,223",803,"1,217",907,"1,416",754,"1,059","1,170",739,928,365,708,185,515,75,666,24,330,1,264,1,66,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,중앙선,1219,용문,396,0,920,9,"2,326",979,"3,711","2,908","4,962","4,552","3,683","3,734","3,994","5,067","3,912","16,864","5,224","12,289","7,870","5,465","10,325","5,988","13,281","3,666","11,440","5,370","7,902","5,401","4,436","3,963","2,249","3,328","1,092","3,431",858,"2,034",313,"1,592",1,"1,572",0,724,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,중앙선,1220,지평,0,0,0,0,1,0,376,393,248,123,5,0,417,559,2,2,1,0,131,155,507,352,1,1,2,0,153,198,49,88,194,271,0,2,33,105,17,57,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1401,봉명,18,1,"1,430",431,"1,684",702,"2,400","3,244","2,949","4,112","2,372","3,299","2,849","2,172","2,687","1,692","2,349","1,676","2,524","2,315","2,267","1,898","2,486","1,818","3,159","1,541","3,388","2,800","1,787","2,574","1,010","1,753",905,"1,377",657,"1,193",527,"1,139",536,819,10,215,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1402,쌍용(나사렛대),69,1,"2,809",365,"4,246",678,"6,782","1,881","8,580","7,549","4,412","5,029","4,690","3,576","4,719","3,581","4,793","6,275","5,110","3,788","4,528","3,238","5,797","4,045","5,947","4,907","5,346","7,079","5,331","6,868","3,098","5,368","2,395","4,144","1,674","3,442","1,919","3,218",968,"2,679",37,657,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1403,아산,60,0,"1,036",899,"2,463","3,445","6,483","6,049","8,391","9,502","5,115","8,027","5,367","7,981","6,183","6,154","6,971","7,815","7,705","7,462","8,467","5,808","10,308","6,552","9,016","6,957","10,071","9,314","13,523","9,749","10,523","6,435","6,076","5,080","7,540","3,428","6,828","2,496","3,915","1,645",64,358,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1404,탕정,70,0,742,124,"1,446",621,"3,374","1,417","2,984","1,900","1,934","1,003","1,836","1,118","1,625","1,123","1,794","1,344","1,890","1,597","2,237","1,129","2,144","1,360","2,272","2,335","2,663","2,857","2,239","3,144","1,279","2,507",865,"2,018",906,"1,679",734,"1,386",446,"1,267",24,197,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1405,배방,86,1,"1,141",155,"1,794",692,"3,706","1,546","3,366","2,123","2,772","1,510","2,193","1,243","2,016","1,691","2,028","1,663","2,269","2,201","2,213","1,583","2,026","1,885","2,161","3,039","2,416","3,860","2,480","3,835","1,602","3,283","1,143","2,281","1,033","2,022",922,"1,458",552,"1,513",37,200,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1407,온양온천,730,4,"1,829",551,"4,388","2,728","9,452","5,890","10,872","7,835","9,398","8,855","9,398","9,674","9,278","13,491","10,409","11,253","12,455","10,263","12,147","7,374","11,212","8,256","10,839","9,871","8,291","9,703","9,952","11,916","4,601","8,540","3,043","6,116","2,553","5,842","1,702","3,939","1,062","3,216",42,834,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,장항선,1408,신창(순천향대),327,3,574,159,"1,380",624,"2,845","2,866","1,959","10,727","2,206","6,348","3,548","8,202","4,628","5,037","4,343","4,475","6,361","5,462","6,702","3,398","6,233","2,527","10,334","3,249","7,751","2,404","8,714","4,300","2,976","3,202","2,255","2,981","2,518","3,569",847,"2,723",779,"2,528",6,569,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1252,신촌,0,0,267,9,328,"1,076",776,"4,260",567,"5,737",828,"4,804",746,"2,768",831,"1,671","1,126","1,574","1,160","2,399","1,252","1,240","1,612","1,028","2,370","1,149","4,490","1,628","3,934","1,921","2,390","1,302","1,194",693,"1,489",395,"1,165",176,590,492,5,90,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1261,효창공원앞,2,0,719,252,"1,918","2,092","5,319","5,129","8,006","17,363","5,609","10,005","3,699","4,311","3,380","3,930","3,823","3,816","4,380","3,794","4,309","4,089","4,750","4,191","6,217","4,868","7,935","5,946","13,603","8,387","5,474","6,246","3,795","4,110","3,557","4,009","2,944","3,553","1,254","2,882",42,276,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1263,서강대,1,0,521,109,"1,416","1,600","3,770","3,035","4,203","8,757","3,374","6,818","2,939","5,070","2,985","4,204","3,418","3,650","4,114","4,323","4,122","3,550","4,088","3,415","5,782","3,922","6,723","4,380","6,369","5,488","4,053","3,543","3,643","2,500","4,061","2,589","3,575","2,051","1,469","1,335",6,137,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1265,가좌,0,0,"3,346",249,"8,030","2,697","22,175","4,353","26,756","10,775","13,010","9,352","10,095","7,029","9,488","6,552","10,983","6,880","8,424","9,142","8,252","8,307","8,700","8,849","9,853","12,442","9,970","14,275","9,557","20,457","5,899","16,192","4,260","9,070","3,516","6,954","3,033","7,045","1,157","5,306",28,638,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1267,수색,1,0,989,631,"1,938","6,822","3,480","5,684","4,598","18,375","3,529","9,349","2,837","3,822","2,865","2,608","2,864","2,620","2,808","3,625","3,008","2,590","4,094","3,056","6,785","3,555","10,409","4,324","13,301","3,781","5,992","2,988","3,084","2,271","2,414","1,451","1,872","1,650",701,"1,228",10,233,1,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1268,화전,0,0,628,426,"1,737","2,007","4,021","2,288","4,858","9,053","3,382","9,033","3,645","9,800","4,525","4,110","4,637","4,004","4,699","5,527","6,650","3,800","5,964","2,731","9,869","3,203","8,280","3,579","7,108","3,774","3,681","3,336","2,225","2,112","2,280","2,223","1,862","2,321",837,"1,522",84,612,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1269,강매,1,0,"2,067",271,"6,239",914,"18,897","1,297","18,017","3,568","9,086","1,625","6,038","1,657","5,293","1,998","4,696","2,095","4,089","2,856","3,443","3,138","3,224","4,158","3,723","5,871","3,366","7,381","3,881","12,063","1,440","11,475",996,"6,948",822,"6,114",580,"5,895",260,"3,470",7,"1,447",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1270,행신,1,1,"4,218","1,433","13,335","5,382","40,753","6,472","34,240","10,317","17,791","7,926","13,193","6,034","13,151","7,883","12,761","8,695","10,756","10,701","9,128","9,796","8,560","11,164","11,595","16,603","16,060","21,205","10,232","39,002","7,564","29,355","8,673","15,424","6,251","14,040","6,161","12,561","2,767","7,290",116,"3,212",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1271,능곡,1,0,"3,393",352,"7,678","2,772","16,587","2,927","16,550","6,537","9,781","3,957","7,274","3,441","6,607","3,789","6,163","4,114","5,775","4,549","5,153","4,831","5,185","5,541","6,128","7,458","6,653","9,004","5,796","12,496","3,096","10,484","2,152","6,433","2,064","6,563","1,105","6,041",502,"3,871",31,"3,027",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1272,곡산,1,1,277,109,"1,111",690,"1,963","1,394","1,610","2,608","1,091","1,066",848,906,736,836,813,965,814,743,"1,128",828,"1,223",850,"1,339",941,"2,072","1,326","2,027","1,855",598,"1,304",437,826,325,713,224,557,113,491,7,38,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1273,백마,1,0,"4,555",743,"14,683","2,966","36,389","6,306","27,233","11,804","16,188","6,260","11,850","4,987","11,499","4,650","10,916","6,573","9,463","7,847","8,099","7,926","9,244","9,771","10,335","11,899","10,518","15,502","11,428","26,857","4,838","25,331","3,829","14,017","3,542","13,152","3,217","10,604","1,004","10,788",91,544,1,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1274,풍산,21,0,"4,110",443,"10,908","1,976","23,735","4,414","21,164","8,225","13,804","5,910","9,810","4,825","9,457","6,574","9,131","6,641","8,680","7,825","8,329","6,884","8,805","7,968","9,514","10,885","9,596","14,045","9,138","20,015","5,016","16,436","4,492","11,656","4,365","10,628","2,726","7,922","1,027","7,717",84,894,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1275,일산,26,0,"7,702",795,"22,713","3,089","47,726","7,441","34,870","15,690","22,123","7,684","16,270","7,246","15,350","8,778","14,797","9,422","13,992","11,957","12,218","12,393","12,690","13,850","14,529","17,300","14,470","23,363","12,556","34,962","6,859","36,444","5,068","16,879","4,423","18,281","3,728","14,699","1,288","10,635",118,"3,168",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1276,탄현,50,1,"6,375",593,"21,089","3,176","38,234","5,825","30,636","9,699","17,281","6,025","13,582","4,975","12,582","5,881","11,970","6,754","10,553","7,545","9,287","9,789","10,245","11,014","10,998","13,819","11,145","20,684","11,311","30,160","6,400","32,085","5,102","15,574","4,335","15,150","3,145","11,620","1,375","8,908",135,"2,510",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1277,야당,35,0,"4,833",337,"17,105","3,032","32,696","5,584","30,151","9,693","15,794","6,884","13,508","6,245","11,942","7,720","12,217","8,846","11,221","9,888","10,335","11,098","11,164","13,646","12,650","16,303","12,762","25,911","11,818","34,608","8,482","31,618","8,423","16,575","9,412","14,570","8,063","11,420","4,118","9,299",803,"2,623",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1278,운정,46,0,"4,713",394,"19,338","5,022","31,919","7,260","30,196","11,513","16,339","7,007","12,358","5,367","10,778","6,221","10,262","6,915","9,852","6,942","8,351","7,738","9,101","10,539","11,245","13,680","12,603","18,788","12,412","24,033","5,636","23,203","3,824","13,293","3,412","11,566","2,567","10,097",830,"7,323",96,"1,745",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1279,금릉,49,3,"2,916",240,"10,796","2,190","19,872","5,684","16,805","11,438","10,078","5,369","8,587","4,537","8,791","4,606","8,030","5,715","7,780","5,821","6,894","7,120","7,286","8,049","8,662","9,992","10,772","14,376","11,365","16,092","5,388","15,860","4,207","8,837","3,578","8,666","2,761","7,571",750,"5,926",48,"1,633",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1280,금촌,92,1,"3,674",336,"10,072","4,176","20,472","9,825","19,538","16,056","13,370","8,975","11,587","8,250","11,881","7,630","12,300","10,994","11,824","10,253","10,685","10,338","11,368","10,733","12,816","13,011","15,292","17,855","17,300","18,983","8,501","16,906","6,362","11,251","4,771","10,437","3,337","8,254",901,"6,437",113,"1,857",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1282,월롱,83,0,491,41,"1,041","8,369","2,219","11,987","2,368","12,117","2,513","4,554","2,313","3,113","2,766","2,136","4,264","3,420","4,027","2,568","3,513","1,945","5,969","2,228","8,333","2,664","12,788","3,530","16,199","3,634","6,719","3,238","4,105","3,645","2,664","3,673","1,292","3,542",178,"2,722",12,854,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1283,파주,119,0,756,5,"1,432",647,"2,806","2,399","2,858","5,413","2,268","3,538","2,096","2,265","2,452","1,269","2,944","1,613","2,343","1,828","2,164",987,"2,873","1,358","4,207","1,364","5,643","1,653","4,333","1,735","1,511","1,847","1,105","1,399",920,"1,052",388,"1,143",59,745,4,338,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1284,문산,901,5,"3,354",10,"8,349","2,981","15,732","7,690","15,196","16,114","11,534","7,231","9,503","8,523","9,824","9,650","10,298","9,027","10,497","9,432","10,903","8,164","11,307","10,167","12,665","9,937","14,485","12,547","13,704","13,512","6,407","14,443","4,411","9,964","3,100","7,429","2,126","7,708",131,"5,466",1,"2,650",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,25,287,35,743,23,8,224,12,10,10,22,10,402,217,275,20,722,69,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1291,서울역,1,0,903,17,"1,114","8,867","2,798","25,188","3,277","39,797","2,912","20,976","2,104","8,598","2,238","6,243","3,297","4,344","4,169","6,947","4,483","3,512","7,293","3,506","9,358","4,253","18,005","5,659","30,867","5,964","11,548","3,537","6,874","2,010","7,533","2,228","1,191",222,"2,761","1,084",1,154,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1292,공덕,8,0,653,125,"2,092","1,900","4,464","7,467","5,861","19,706","4,573","8,372","4,209","3,700","4,867","3,996","5,418","3,967","5,562","3,788","5,176","4,005","5,561","3,979","6,733","4,967","10,920","6,405","17,188","8,056","7,526","5,324","6,580","3,190","7,322","3,497","6,087","2,817","2,864","1,797",159,276,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1293,홍대입구,7,1,356,106,830,817,"1,539","2,163","1,964","6,874","1,820","6,048","1,571","4,572","1,632","4,286","2,191","5,104","2,491","5,569","3,045","5,298","4,026","4,921","4,552","6,065","6,642","5,661","7,294","8,106","5,600","4,978","5,010","3,028","5,722","2,742","5,680","2,074","2,595","1,435",59,194,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1294,디지털미디어시티,4,0,"1,227",342,"3,264","1,348","11,162","2,032","11,400","4,477","6,357","3,454","4,756","2,351","4,188","2,434","4,241","2,655","3,828","3,346","3,750","3,083","4,184","3,597","5,219","4,845","5,934","6,776","5,237","10,118","3,103","7,793","2,142","4,947","1,704","4,230","1,475","4,476",766,"2,978",44,458,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1296,계양,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1311,신내,14,0,"1,107",704,"2,690","3,617","8,303","5,210","7,585","7,995","4,267","2,624","3,157","2,003","2,942","1,776","2,799","1,897","2,717","2,360","2,623","2,112","3,027","3,540","4,733","3,265","4,613","4,898","6,544","5,708","2,734","4,554","1,559","2,632","1,261","2,471","1,072","2,135",557,"1,305",56,578,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1312,갈매,9,1,"1,945",905,"4,212","2,387","16,999","3,526","10,349","4,544","7,149","2,708","4,992","2,361","3,659","2,153","4,224","2,304","3,589","3,249","3,620","2,591","3,756","4,602","4,604","4,769","4,961","6,619","4,702","10,360","2,504","8,035","1,937","4,451","2,325","3,765","1,354","3,005",598,"1,669",10,873,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1313,별내,18,0,"1,372","1,342","3,754","2,738","13,451","4,332","10,530","7,026","6,951","4,577","5,085","3,408","4,050","3,349","4,741","3,169","4,245","3,907","4,052","3,457","4,930","4,733","6,289","5,842","6,483","7,739","7,002","10,101","3,278","8,879","2,687","4,816","2,327","3,269","2,161","3,700","1,157","1,620",45,603,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1314,퇴계원,16,0,"3,236",620,"5,780","1,621","19,003","3,736","13,565","5,433","9,787","2,906","6,981","3,128","5,630","2,726","6,191","3,339","5,314","3,663","4,029","3,997","4,364","4,862","4,131","6,902","5,354","10,136","6,375","11,566","2,819","12,026","1,959","6,655","1,470","4,686",941,"5,464",497,"2,420",39,827,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1315,사릉,11,0,"2,153",782,"4,032","1,622","11,362","5,464","8,669","5,747","6,133","3,096","4,497","2,457","3,894","2,499","3,934","2,533","3,619","1,965","2,880","3,314","3,283","2,930","3,654","4,511","5,132","6,132","5,774","7,867","2,163","8,428","1,469","4,063","1,074","3,012",776,"2,852",246,"2,201",12,545,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1316,금곡,8,0,"1,600",323,"2,445","1,187","4,902","2,311","4,879","5,668","3,695","2,336","2,875","1,853","2,786","1,510","2,748","1,982","2,550","1,574","2,187","2,547","2,592","2,423","2,888","2,763","3,320","3,751","3,700","4,254","1,443","3,939",962,"1,839",684,"1,771",440,"1,616",193,"1,164",11,278,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1317,평내호평,542,4,"6,490",804,"13,971","1,737","29,259","5,134","23,387","9,987","14,454","6,976","12,370","5,952","10,653","5,875","9,892","8,361","9,638","7,392","7,736","10,107","8,396","10,145","8,840","11,608","8,877","20,182","8,913","21,765","5,648","24,006","4,601","11,424","4,040","9,049","3,528","8,441","1,649","5,881",57,"2,583",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1318,천마산,21,0,"1,160",271,"3,730",860,"8,247","1,751","6,517","2,119","5,515","1,809","4,376","1,543","3,209","1,993","3,112","2,181","2,628","2,168","2,374","2,695","2,017","3,196","2,421","3,311","2,091","4,907","2,395","5,739","1,102","4,824",601,"3,387",595,"2,500",456,"2,077",113,"1,269",8,240,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1319,마석,23,0,"1,496",400,"9,228","3,089","15,820","6,642","14,683","7,573","11,780","5,830","8,960","4,537","7,787","5,832","8,066","5,258","6,744","6,754","6,736","6,485","6,544","7,875","7,701","7,908","7,754","11,683","7,866","11,301","3,695","14,185","2,816","7,487","2,303","5,662","1,753","5,100",724,"2,405",26,816,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1320,대성리,0,0,852,71,"1,935",438,"1,330","1,023","1,525","1,460","2,105","1,172","2,371","1,693","2,794","1,496","1,601","1,603","1,350","2,445","1,447","3,410","1,847","2,197","2,311","1,875","2,059","1,672","1,571","1,367",655,"1,113",473,671,272,408,248,352,99,342,8,7,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1321,청평,3,1,964,194,"2,376","1,042","4,326","1,771","5,505","4,480","3,971","3,417","3,907","3,916","4,482","3,084","4,017","3,963","3,775","3,070","4,100","3,817","4,768","3,794","4,861","4,449","5,349","5,329","3,846","4,577","2,111","3,509","1,228","3,004",751,"1,853",422,"1,400",142,"1,449",15,248,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1322,상천,0,0,180,62,259,182,669,384,725,903,499,"1,536",592,"1,704",799,"1,811",740,"1,007","1,212",632,"1,971",705,"2,024",664,"1,653",503,"1,211",573,552,394,254,463,102,255,72,198,38,143,18,112,2,34,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1323,가평,3,0,744,129,"1,610","1,375","3,366","2,930","4,217","6,770","3,072","6,185","3,431","8,314","4,555","10,113","4,025","7,826","4,730","5,487","6,436","5,657","8,849","5,199","10,784","3,592","10,035","4,135","8,137","3,623","3,751","3,416","2,267","2,448","1,655","1,595",859,"1,398",315,"1,161",18,322,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1324,굴봉산,0,0,55,1,52,43,176,235,239,458,253,335,264,843,294,812,350,392,475,353,657,327,835,312,709,224,568,180,274,174,154,156,283,179,54,103,34,63,10,65,0,13,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1325,백양리,0,0,6,9,24,88,62,316,218,220,143,251,201,465,366,491,232,248,238,206,389,374,421,199,321,180,382,95,324,148,74,85,87,42,40,36,23,57,10,27,2,5,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1326,강촌,6,0,177,21,337,108,459,395,749,"2,393",712,"2,080","1,031","2,709","1,447","2,791","1,474","1,500","1,567","1,185","2,193","1,397","2,969",973,"3,293","1,128","2,705",833,"1,650",920,658,654,391,557,211,422,128,361,49,220,7,19,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1327,김유정,5,0,117,4,162,133,514,512,513,"1,054",553,"1,408",531,"2,846",749,"2,534","1,006","2,227","1,247","1,521","1,911","1,425","2,152","1,050","2,113",791,"2,079",836,"1,176",643,509,423,302,339,120,199,53,174,20,80,18,46,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1328,남춘천,531,7,"1,254",25,"3,612","1,016","4,775","2,851","6,200","5,130","5,882","6,595","6,003","5,732","5,584","11,194","5,940","11,024","7,234","6,379","8,472","4,782","9,450","6,519","8,947","5,466","7,753","6,959","5,981","6,466","4,575","9,110","3,390","3,740","2,642","3,908","1,658","4,316",488,"2,484",8,"2,194",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경춘선,1329,춘천,235,1,582,10,"1,563",497,"1,719","1,670","2,598","5,092","2,850","7,213","2,791","5,644","3,052","6,988","3,420","5,152","4,746","4,607","6,548","3,197","9,620","4,029","10,691","2,769","8,812","2,975","5,939","2,486","3,813","3,394","2,107","1,420","1,189","1,700",639,"1,267",142,"1,303",1,693,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1873,고색,557,0,"2,809",348,"7,169","2,727","15,690","13,396","13,840","21,912","7,014","4,686","4,721","2,902","4,849","3,172","5,152","3,486","4,840","3,752","4,329","4,005","4,673","4,207","5,994","6,568","13,896","8,390","18,770","10,996","6,181","11,125","5,788","6,896","3,590","5,702","1,996","4,903",879,"3,627",10,"2,052",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1874,오목천,2,0,697,210,"4,496","2,822","10,466","4,612","11,525","12,294","7,366","8,236","5,882","4,865","6,370","3,819","7,998","4,930","6,639","6,094","5,506","4,183","7,604","4,627","12,164","6,950","11,087","6,275","9,513","11,543","4,577","7,259","2,858","4,067","2,409","3,914","1,843","4,878",844,"2,906",4,312,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1875,어천,0,0,263,49,933,"1,488","1,960","3,752","2,317","4,969","1,833","1,502","1,872","1,100","1,793","1,097","2,251","1,109","2,065","1,500","1,725","1,452","2,786","1,431","4,027","2,099","3,972","2,052","3,768","2,774","1,521","2,089",911,"1,180",545,"1,171",355,"1,131",96,541,1,73,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1876,야목,3,1,171,38,551,608,"1,238",580,"1,074",703,810,353,628,449,676,319,579,418,602,440,553,392,640,437,938,665,"1,012",705,985,864,436,687,239,299,148,427,102,316,54,265,0,57,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1877,사리,0,0,"4,124",307,"10,685","1,407","24,308","3,075","23,301","4,911","12,756","2,592","9,259","2,674","7,755","2,788","8,338","3,775","7,781","5,017","5,856","4,831","5,627","6,954","6,394","9,705","6,810","11,616","6,717","20,907","3,930","14,170","2,555","9,528","2,198","9,856","1,711","7,951",679,"5,866",16,836,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1878,달월,0,0,14,39,36,231,103,175,131,318,93,174,86,192,161,110,116,161,127,167,144,86,167,115,395,126,490,89,691,171,120,66,40,60,53,55,28,71,19,60,1,9,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1879,월곶,1,0,"1,645",387,"5,374","1,517","10,936","2,001","10,987","3,086","6,712","3,157","4,507","3,752","4,459","4,562","4,542","4,953","4,346","4,998","4,543","4,428","5,057","5,361","5,575","6,705","5,512","8,903","6,192","11,297","3,885","6,736","3,046","4,748","3,854","4,629","3,176","3,496",673,"2,122",10,402,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1880,소래포구,19,0,"2,943",607,"7,272","3,315","17,633","3,763","14,714","7,307","8,628","7,862","7,435","13,470","9,720","25,197","12,228","27,777","16,404","20,200","22,962","16,981","26,713","14,445","23,531","17,030","17,612","16,715","13,402","19,421","9,285","13,002","7,739","7,737","9,323","6,664","6,213","5,794","2,391","3,877",80,749,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1881,인천논현,17,0,"2,550",805,"6,665","4,586","16,464","9,322","15,535","13,087","9,397","9,591","8,154","6,861","8,236","6,921","9,417","8,037","8,225","9,736","8,136","9,307","9,534","10,260","11,261","13,006","12,587","16,485","12,863","19,672","7,462","12,825","6,477","8,769","6,583","7,072","5,078","6,139","2,418","3,728",23,824,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1882,호구포,6,0,"2,337",936,"3,629","4,731","7,694","18,305","8,594","24,354","5,665","4,593","5,036","3,028","5,268","3,452","5,551","3,655","5,258","4,214","4,815","4,035","5,687","4,502","6,816","5,443","16,184","7,376","17,534","8,671","5,783","7,163","6,430","5,333","4,481","4,667","2,015","3,609","1,002","2,861",8,680,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1883,남동인더스파크,0,0,480,760,998,"3,632","1,420","15,230","2,031","19,723","1,485","3,600","1,515","1,518","1,800","1,605","1,932","1,841","2,418","1,761","2,485","1,428","2,864","1,193","4,177","1,364","12,842","1,737","11,069","1,945","3,948","2,332","4,291","1,485","1,838",933,514,546,158,378,1,64,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1884,원인재,8,2,"3,618",707,"7,125","2,386","14,789","6,033","16,114","7,741","9,973","4,608","7,694","4,917","7,527","5,036","7,568","5,816","7,387","6,631","6,384","6,615","6,728","8,660","7,550","10,497","7,982","13,260","8,097","16,793","4,968","11,516","4,079","8,102","3,712","8,004","2,934","6,820","1,438","4,743",75,"1,032",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1885,연수,7,1,"2,768",742,"6,676","2,263","15,928","4,510","14,491","11,129","7,470","6,953","6,525","6,387","6,935","5,913","7,339","7,034","8,261","7,169","7,422","6,545","7,670","7,890","8,579","10,444","10,146","14,501","11,847","17,310","5,688","10,787","5,193","7,768","5,519","7,004","4,497","4,693","2,647","3,225",66,819,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,수인선,1886,송도,6,0,"2,182",428,"4,568","1,388","9,910","2,625","9,927","4,035","4,922","2,407","4,290","2,732","4,375","2,871","4,804","3,579","4,814","3,285","3,795","3,631","4,471","4,982","4,874","5,794","4,627","7,288","3,958","8,546","2,186","5,758","1,509","3,749","1,305","3,711",849,"2,794",395,"1,832",9,536,0,0,0,0,0,0,2022-11-03 10:23:13
