사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2811,암사,47,0,"14,483",889,"28,301","5,576","79,402","9,456","102,432","19,225","52,261","14,245","30,115","12,270","25,773","14,147","26,895","17,982","25,071","19,128","22,168","21,376","20,920","26,983","22,456","33,227","23,339","45,138","23,950","69,472","13,790","57,268","10,473","33,877","8,552","27,584","6,685","28,793","2,114","15,916",323,"3,994",0,621,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2812,천호(풍납토성),51,0,"10,563","1,826","17,232","11,272","39,369","13,737","55,083","27,189","32,486","23,728","19,650","18,450","19,296","18,975","20,974","21,327","21,479","23,132","20,570","24,600","22,204","29,069","25,444","33,994","29,803","45,155","30,326","65,398","19,402","45,101","16,583","26,493","13,142","24,208","9,521","21,479","4,249","12,359",667,"4,056",0,262,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2813,강동구청,26,2,"5,021",967,"11,783","5,612","30,598","13,694","40,669","32,023","24,366","13,094","15,994","10,016","14,220","9,968","14,278","11,344","14,322","13,457","13,655","13,307","13,684","15,377","15,347","18,330","18,893","23,201","25,746","35,393","10,184","25,513","7,510","15,720","6,334","15,335","4,773","12,975","1,792","7,210",253,"2,325",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2814,몽촌토성(평화의문),1,0,"1,562","1,489","3,650","7,327","11,532","9,844","17,330","24,715","10,835","17,514","8,186","11,045","9,509","12,228","9,925","10,507","10,379","11,796","11,600","11,330","13,969","11,298","17,351","11,565","20,510","13,464","22,708","16,764","10,446","12,731","8,187","7,544","7,933","7,042","5,892","6,345","2,409","3,453",376,"1,082",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2815,잠실(송파구청),9,0,"1,372","2,190","3,999","11,785","8,414","32,224","12,477","77,501","9,695","48,923","9,882","32,625","13,442","34,563","16,660","34,568","20,540","35,226","26,019","33,438","33,154","33,413","37,518","34,201","49,461","37,715","67,304","42,969","41,452","22,208","38,009","12,300","36,260","8,464","27,299","6,608","8,526","3,839","1,236","1,244",0,49,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2816,석촌,1,0,"2,835",630,"6,074","3,561","15,407","8,638","22,551","20,580","14,056","18,161","10,457","13,078","10,427","13,628","12,041","14,720","11,620","16,187","11,745","15,175","12,479","15,659","14,148","17,549","17,005","22,108","18,522","28,714","11,103","19,303","9,866","12,012","10,047","9,770","8,069","8,602","3,268","5,652",418,"1,946",0,5,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2817,송파,4,0,"3,146",633,"8,515","5,606","27,082","9,557","33,417","17,207","21,188","10,741","15,231","8,432","13,765","8,409","14,083","10,089","13,677","11,229","11,809","12,208","13,320","15,155","16,007","16,720","14,663","20,883","16,012","29,202","9,086","22,225","6,393","12,872","4,859","12,223","3,918","11,241","1,548","6,321",235,"1,614",0,118,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2818,가락시장,67,0,"3,161","2,511","5,331","6,568","10,787","13,405","12,846","36,516","10,565","16,563","10,136","11,823","10,761","11,701","11,034","11,449","11,450","11,388","12,496","11,512","14,137","12,260","14,355","14,070","18,983","16,862","26,077","21,007","11,740","14,943","10,461","9,111","10,580","8,201","8,489","6,332","3,868","3,971",705,"2,060",1,428,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2819,문정,5,0,"2,082","2,830","6,549","13,058","21,209","47,058","30,993","155,995","19,131","71,653","15,668","26,592","16,832","19,427","19,061","18,231","21,819","21,172","24,542","19,442","27,433","18,592","32,834","20,901","73,636","24,122","114,976","34,209","39,113","24,593","26,753","14,406","22,940","12,717","16,460","11,629","5,784","6,822",837,"1,540",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2820,장지,40,0,"5,336","2,987","17,273","11,484","44,743","26,304","56,325","45,282","32,625","29,452","22,459","19,583","19,629","20,538","21,772","22,642","22,851","20,612","21,974","23,100","25,391","25,247","32,629","30,278","43,122","34,453","46,466","50,662","25,608","34,874","22,694","20,952","17,902","17,121","10,297","17,706","4,109","9,600",569,"2,089",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2821,복정,17,0,"4,264","2,089","10,378","8,693","27,104","10,625","34,633","17,296","21,833","12,352","13,759","9,431","11,566","7,609","13,197","9,661","11,976","9,071","11,373","8,832","13,361","10,161","17,265","13,963","21,260","19,076","23,649","27,776","13,691","20,099","9,272","13,786","7,514","11,957","5,684","11,098","2,335","5,382",354,"1,186",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2822,산성,32,1,"4,022",838,"7,724","4,078","21,184","3,358","24,864","8,984","13,542","6,927","9,287","6,501","8,000","5,729","8,809","5,794","8,479","6,770","7,845","6,685","8,763","7,848","10,782","10,225","10,175","12,815","7,554","20,697","3,822","16,952","2,387","10,693","1,945","10,082","1,299","9,661",562,"5,447",103,"1,711",0,8,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2823,남한산성입구(성남법원.검찰청),50,2,"11,298","1,378","21,239","5,216","50,541","10,910","67,060","29,077","34,072","26,129","22,793","15,768","20,823","12,238","22,910","14,791","20,481","16,797","18,783","14,485","20,843","18,272","26,386","22,903","26,911","29,330","22,859","45,491","11,304","35,843","7,750","23,077","6,212","22,367","4,256","20,692","1,508","11,659",252,"3,953",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2824,단대오거리,16,0,"8,201","1,565","15,226","6,788","34,942","11,360","43,806","22,957","24,289","12,113","17,273","9,116","15,482","9,475","16,979","10,663","16,046","12,687","14,287","12,684","15,119","16,370","19,962","20,795","21,565","24,467","22,101","37,524","10,847","28,515","7,455","17,872","6,013","16,943","4,594","16,131","1,681","10,005",294,"2,634",0,58,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2825,신흥,2,0,"3,509",307,"5,624","2,020","13,123","3,768","16,951","6,950","9,757","4,531","7,181","4,924","6,754","5,320","7,188","6,665","7,165","8,524","7,093","8,297","7,643","8,989","9,409","10,640","9,175","12,304","8,372","16,921","4,632","13,895","3,685","8,204","2,841","7,560","1,939","6,545",818,"4,048",123,957,0,142,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2826,수진,2,0,"4,260",567,"6,867","2,827","15,562","3,745","22,456","11,654","12,211","5,851","8,903","5,626","8,226","5,753","9,317","6,347","8,805","7,542","7,082","7,385","8,381","8,641","10,960","9,479","10,028","11,119","8,204","15,564","4,856","11,713","3,337","8,028","2,793","7,741","2,074","6,982",837,"4,581",171,"1,003",0,161,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2827,모란,10,0,"2,349",545,"2,946","3,639","8,336","4,799","11,690","9,737","7,448","6,216","6,501","6,325","7,734","6,982","9,078","7,230","9,441","7,384","9,259","6,976","10,620","7,236","12,935","8,364","11,145","8,691","10,687","10,480","6,202","7,114","4,637","4,556","4,514","4,401","3,826","3,658","2,205","2,245",429,"1,328",0,334,0,0,0,0,2022-11-03 10:23:13
2022-10,8호선,2828,남위례,10,0,"1,202",645,"5,363","2,682","17,116","6,261","21,139","19,446","11,704","9,688","8,281","6,008","7,416","5,833","8,787","7,050","8,635","8,193","7,743","7,497","9,382","8,607","10,989","11,568","14,114","15,089","15,448","20,926","6,994","15,764","5,552","9,006","5,998","8,507","4,601","7,879","1,874","5,241",426,"1,438",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4101,개화,5,0,"1,816",165,"6,446","2,588","14,435","3,285","9,307","5,283","3,890","3,287","2,790","2,328","2,593","2,567","2,385","2,339","2,536","2,447","2,859","2,414","3,361","2,868","4,994","2,705","5,894","3,331","6,165","6,347","3,047","5,085","1,700","3,164","2,181","2,034","1,019","1,756",352,"1,097",62,541,5,59,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4102,김포공항,11,0,"1,165","2,036","2,826","16,158","6,966","22,505","10,206","25,105","9,465","20,543","8,980","22,675","12,274","24,193","13,968","25,094","15,083","23,405","16,260","24,059","19,789","23,837","18,440","28,383","20,457","30,190","23,755","30,371","16,586","18,938","15,667","8,426","15,469","4,166","11,487","3,354","1,843","2,378",100,"1,212",0,20,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4103,공항시장,17,0,"3,608",190,"4,494","1,141","9,536","2,144","10,760","4,239","6,660","3,284","5,112","2,956","4,735","3,337","5,107","3,870","4,510","4,249","4,417","4,319","4,468","4,989","4,654","6,657","4,928","7,888","4,331","10,906","2,828","9,751","2,464","6,373","1,969","5,837","1,434","5,444",730,"4,042",123,"1,262",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4104,신방화,7,1,"4,627",604,"11,069","2,683","27,922","4,851","27,621","11,682","15,679","6,475","11,405","6,047","10,598","6,826","11,538","7,656","10,118","8,291","8,950","8,319","9,283","11,022","11,395","12,800","9,692","15,181","10,107","25,036","5,754","20,164","4,355","12,554","3,309","10,967","2,495","10,403","1,026","6,566",146,"1,990",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4105,마곡나루(서울식물원),3,1,"4,315","1,026","10,468","7,646","30,145","17,658","30,904","47,587","15,861","21,308","12,353","14,084","13,119","12,889","14,939","12,757","15,718","14,772","16,113","14,603","18,558","15,136","21,703","17,270","35,733","25,669","42,046","36,363","19,538","30,964","16,522","17,730","15,843","15,932","13,789","15,269","6,579","9,942",728,"3,434",0,108,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4106,양천향교,16,0,"4,477","1,178","10,321","6,438","30,078","10,337","31,434","37,989","15,053","16,724","12,825","9,306","12,490","8,518","13,802","9,556","13,012","9,902","12,341","10,711","13,442","10,885","15,935","12,689","21,380","18,272","31,621","26,658","10,840","25,531","7,410","16,439","6,805","14,210","4,623","14,313","1,934","9,700",313,"2,900",0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4107,가양,82,1,"16,300","1,507","26,214","9,142","73,826","26,302","78,188","48,957","45,517","28,911","34,449","19,405","32,939","19,384","33,994","21,737","31,367","25,857","28,489","26,870","29,715","31,062","34,267","37,883","40,602","45,767","48,129","69,897","21,784","60,964","16,556","36,110","13,697","35,778","9,691","31,342","3,332","20,385",463,"5,710",1,127,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4108,증미,0,0,"2,575",599,"8,140","3,951","21,921","8,313","23,562","31,272","12,374","11,051","8,905","5,712","8,853","4,919","8,510","5,835","8,087","6,196","7,403","6,177","7,675","7,748","9,475","8,712","16,204","10,573","26,265","18,478","7,062","15,087","4,334","8,691","3,321","8,145","1,931","7,557",924,"5,528",119,"1,139",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4109,등촌,12,1,"5,859",742,"14,744","3,359","43,912","6,670","55,269","17,704","25,006","11,407","18,567","9,499","17,157","10,295","17,327","12,232","16,651","13,490","15,121","14,134","14,537","17,333","15,736","20,376","15,963","26,594","18,950","41,171","9,009","35,643","6,876","20,758","5,650","16,584","4,554","15,488","1,871","10,680",331,"2,629",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4110,염창,19,0,"12,221",688,"28,515","4,966","77,724","8,675","85,193","21,189","48,143","12,193","30,421","10,801","26,420","11,726","26,823","14,668","23,424","16,820","20,203","18,345","19,279","23,739","20,674","30,744","23,777","44,047","25,261","71,814","13,445","62,070","10,311","40,201","8,955","35,154","6,730","33,952","2,751","22,532",397,"5,092",0,717,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4111,신목동,1,0,"2,046",422,"5,945","2,356","20,245","3,449","20,748","5,831","10,342","2,946","6,955","2,890","6,579","3,213","6,053","3,486","5,296","4,767","4,997","4,707","4,923","5,049","6,496","6,818","7,178","8,986","5,706","13,990","2,843","11,531","2,037","6,584","1,751","7,359","1,759","6,225",518,"3,575",112,"1,369",0,99,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4112,선유도,0,0,"1,880","1,416","5,627","5,063","20,870","14,479","25,684","40,173","12,291","17,465","8,598","7,558","9,177","8,246","9,900","7,451","9,473","8,720","9,201","9,175","10,541","9,575","14,285","10,658","24,456","12,678","35,843","20,820","13,212","15,893","8,359","9,110","6,716","8,632","4,835","7,664","1,988","4,838",267,"1,489",0,2,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4113,당산,111,0,"8,807","1,572","17,558","6,894","50,377","15,240","61,776","42,743","37,194","23,459","27,609","17,242","27,268","18,585","29,021","20,471","27,828","23,032","26,080","23,729","26,025","26,912","29,193","31,584","35,685","47,327","46,553","66,898","24,602","51,800","20,857","34,106","19,891","33,475","17,289","31,895","7,825","21,071","1,284","4,809",1,211,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4114,국회의사당,0,0,846,"1,658","2,008","9,240","4,061","41,153","6,918","134,754","6,289","69,176","7,840","25,823","11,892","19,790","15,044","19,348","17,673","20,534","22,664","17,176","24,438","12,247","31,287","12,234","66,704","12,978","98,503","13,056","35,041","7,610","25,023","4,732","25,838","3,702","16,389","3,150","5,696","2,022",996,522,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4115,여의도,49,0,"2,992","2,400","4,463","23,769","9,053","125,240","10,929","165,677","11,322","72,109","14,551","32,458","20,241","32,649","21,539","31,546","27,449","34,195","31,574","30,421","39,475","29,189","56,001","28,989","137,625","33,002","146,312","36,525","69,859","20,203","63,461","10,178","55,505","8,601","31,638","7,419","10,384","4,298","1,251","2,023",0,210,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4116,샛강,11,0,"1,057","1,027","2,264","3,858","4,697","14,735","6,504","35,568","5,192","13,730","5,145","8,618","6,020","7,690","6,542","6,979","7,756","7,533","8,188","7,553","9,443","7,322","11,617","8,146","19,635","11,137","30,339","14,357","11,350","8,086","12,790","4,393","17,508","3,616","10,187","3,241","4,304","1,863",690,796,1,5,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4117,노량진,375,3,"17,254","2,152","25,339","13,542","63,222","40,591","90,768","71,455","52,563","41,870","34,694","27,456","33,330","28,106","38,038","34,209","41,925","37,743","36,270","33,973","36,692","38,681","40,936","47,892","50,783","64,348","58,937","95,460","33,497","60,710","35,646","42,773","41,413","40,556","43,695","37,814","14,531","23,838","1,201","4,831",0,2,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4118,노들,10,0,"3,997",310,"5,812","1,462","16,302","2,696","21,128","4,687","12,668","3,772","8,824","4,152","7,403","3,901","7,744","4,902","7,620","5,459","6,705","6,552","6,235","8,799","6,792","10,533","7,400","12,617","7,403","19,633","4,643","13,851","7,906","7,578","7,589","7,385","2,873","6,482","1,020","4,002",158,834,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4119,흑석(중앙대입구),8,0,"3,478","1,295","5,861","6,647","16,115","12,286","20,742","26,802","14,588","17,387","12,929","16,981","13,667","13,158","15,337","14,275","15,396","14,840","16,466","13,812","19,400","13,286","22,326","16,259","26,253","19,798","21,349","29,695","11,774","18,402","11,350","13,313","11,052","10,993","9,670","10,441","5,004","7,052",896,"1,665",0,39,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4120,동작(현충원),9,0,964,243,"1,641","1,599","4,873","1,709","5,907","3,460","3,814","3,097","2,926","2,840","3,464","2,344","3,492","2,202","3,582","2,520","3,338","2,540","3,654","2,444","4,993","2,294","4,276","3,028","3,924","4,243","2,007","2,781","1,847","1,810","1,659","1,746","1,277","1,895",511,"1,457",74,974,1,245,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4121,구반포,0,0,268,182,567,"2,620","1,225","2,745","1,917","4,585","1,251","3,445","1,131","2,173","1,321","1,992","1,708","2,217","1,999","2,429","2,535","1,768","2,726","1,792","4,122","1,822","4,260","1,759","4,500","2,532","2,064","1,681","1,689",771,"1,188",803,915,688,260,477,35,166,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4122,신반포,0,0,537,"1,013","1,973","12,326","6,006","8,138","7,940","9,250","5,600","6,012","4,825","5,398","4,561","4,317","5,626","4,665","5,534","6,035","5,849","6,019","8,188","6,194","14,903","7,072","14,299","7,456","10,037","10,869","6,051","7,284","4,744","4,238","4,697","3,621","3,248","3,428",936,"2,064",132,446,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4123,고속터미널,22,2,"2,220","1,567","5,387","18,202","15,834","21,832","21,929","30,081","20,020","33,686","17,735","36,585","20,179","38,117","23,112","39,376","25,643","40,868","28,843","42,947","33,953","44,268","36,975","47,598","41,123","49,436","38,930","55,198","33,902","36,436","31,989","24,716","25,080","21,728","20,006","20,572","7,370","9,454",713,"1,330",1,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4124,사평,0,0,905,186,"2,956","1,659","10,722","4,814","14,151","7,785","8,306","3,575","6,332","3,372","5,585","3,607","6,002","4,647","5,870","5,140","5,403","5,722","5,758","5,990","7,861","7,427","7,540","9,129","7,806","11,204","4,443","8,999","2,936","5,427","2,319","5,553","1,881","5,310",648,"2,777",96,740,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,9호선,4125,신논현,56,1,"4,767","1,326","12,945","13,688","31,128","38,197","43,330","82,616","30,703","90,146","27,918","51,295","31,907","41,497","37,538","41,530","42,157","45,072","44,554","43,810","51,084","41,816","60,882","50,781","79,352","64,806","99,820","92,638","70,953","53,691","55,634","31,825","59,317","28,725","54,534","25,430","29,169","14,620","4,321","2,783",0,528,0,0,0,0,2022-11-03 10:23:13
2022-10,공항철도 1호선,4201,서울역,252,0,"3,525","1,838","3,541","14,593","11,745","20,926","15,530","27,324","13,370","24,919","14,153","18,642","16,955","17,901","20,216","20,195","20,742","18,563","15,168","15,663","23,894","16,238","28,473","18,817","31,951","21,194","35,165","22,093","27,054","18,499","20,515","12,908","23,391","10,963","16,948","8,352","9,638","3,435",121,"1,773",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,공항철도 1호선,4202,공덕,60,0,"1,655",134,"2,882","1,862","6,174","3,934","5,925","10,459","3,652","5,755","2,741","4,032","2,997","4,062","3,349","4,014","3,342","4,515","2,789","3,891","3,157","4,612","3,955","5,680","6,003","8,483","9,104","12,235","4,066","7,941","3,496","4,694","3,582","4,684","2,804","4,296","1,440","2,681",105,"1,306",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,공항철도 1호선,4203,홍대입구,221,14,"5,162",342,"6,374","3,222","10,637","9,496","13,555","23,506","10,938","25,602","10,988","22,533","12,393","24,721","14,034","29,400","17,073","29,923","19,269","25,429","24,435","26,562","29,448","28,146","35,840","31,427","40,578","40,019","31,350","25,816","29,408","14,458","33,414","11,620","31,052","10,598","15,132","7,105","1,253","2,074",1,0,0,0,0,0,2022-11-03 10:23:13
